"nb_postcode","agricultural_land","national_parks","agricultural_land_band","national_parks_band"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4300,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4301,"281925","0.067","100,000-1,000,000","5-10%"
4303,"281925","0.067","100,000-1,000,000","5-10%"
4303,"281925","0.067","100,000-1,000,000","5-10%"
4303,"281925","0.067","100,000-1,000,000","5-10%"
4303,"281925","0.067","100,000-1,000,000","5-10%"
4303,"281925","0.067","100,000-1,000,000","5-10%"
4303,"281925","0.067","100,000-1,000,000","5-10%"
4303,"281925","0.067","100,000-1,000,000","5-10%"
4303,"281925","0.067","100,000-1,000,000","5-10%"
4304,"281925","0.067","100,000-1,000,000","5-10%"
4304,"281925","0.067","100,000-1,000,000","5-10%"
4304,"281925","0.067","100,000-1,000,000","5-10%"
4304,"281925","0.067","100,000-1,000,000","5-10%"
4304,"281925","0.067","100,000-1,000,000","5-10%"
4304,"281925","0.067","100,000-1,000,000","5-10%"
4304,"281925","0.067","100,000-1,000,000","5-10%"
4304,"281925","0.067","100,000-1,000,000","5-10%"
4304,"281925","0.067","100,000-1,000,000","5-10%"
4304,"281925","0.067","100,000-1,000,000","5-10%"
4304,"281925","0.067","100,000-1,000,000","5-10%"
4304,"281925","0.067","100,000-1,000,000","5-10%"
4304,"281925","0.067","100,000-1,000,000","5-10%"
4304,"281925","0.067","100,000-1,000,000","5-10%"
4304,"281925","0.067","100,000-1,000,000","5-10%"
4304,"281925","0.067","100,000-1,000,000","5-10%"
4304,"281925","0.067","100,000-1,000,000","5-10%"
4304,"281925","0.067","100,000-1,000,000","5-10%"
4304,"281925","0.067","100,000-1,000,000","5-10%"
4304,"281925","0.067","100,000-1,000,000","5-10%"
4304,"281925","0.067","100,000-1,000,000","5-10%"
4304,"281925","0.067","100,000-1,000,000","5-10%"
4304,"281925","0.067","100,000-1,000,000","5-10%"
4304,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4305,"281925","0.067","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4306,"521295.951836762","0.069790203127","100,000-1,000,000","5-10%"
4309,"281925","0.067","100,000-1,000,000","5-10%"
4310,"281925","0.067","100,000-1,000,000","5-10%"
4310,"281925","0.067","100,000-1,000,000","5-10%"
4310,"281925","0.067","100,000-1,000,000","5-10%"
4310,"281925","0.067","100,000-1,000,000","5-10%"
4310,"281925","0.067","100,000-1,000,000","5-10%"
4310,"281925","0.067","100,000-1,000,000","5-10%"
4310,"281925","0.067","100,000-1,000,000","5-10%"
4310,"281925","0.067","100,000-1,000,000","5-10%"
4311,"281907.891255147","0.067004579457","100,000-1,000,000","5-10%"
4311,"281907.891255147","0.067004579457","100,000-1,000,000","5-10%"
4311,"281907.891255147","0.067004579457","100,000-1,000,000","5-10%"
4311,"281907.891255147","0.067004579457","100,000-1,000,000","5-10%"
4311,"281907.891255147","0.067004579457","100,000-1,000,000","5-10%"
4311,"281907.891255147","0.067004579457","100,000-1,000,000","5-10%"
4311,"281907.891255147","0.067004579457","100,000-1,000,000","5-10%"
4311,"281907.891255147","0.067004579457","100,000-1,000,000","5-10%"
4311,"281907.891255147","0.067004579457","100,000-1,000,000","5-10%"
4311,"281907.891255147","0.067004579457","100,000-1,000,000","5-10%"
4311,"281907.891255147","0.067004579457","100,000-1,000,000","5-10%"
4311,"281907.891255147","0.067004579457","100,000-1,000,000","5-10%"
4311,"281907.891255147","0.067004579457","100,000-1,000,000","5-10%"
4311,"281907.891255147","0.067004579457","100,000-1,000,000","5-10%"
4311,"281907.891255147","0.067004579457","100,000-1,000,000","5-10%"
4311,"281907.891255147","0.067004579457","100,000-1,000,000","5-10%"
4311,"281907.891255147","0.067004579457","100,000-1,000,000","5-10%"
4311,"281907.891255147","0.067004579457","100,000-1,000,000","5-10%"
4311,"281907.891255147","0.067004579457","100,000-1,000,000","5-10%"
4311,"281907.891255147","0.067004579457","100,000-1,000,000","5-10%"
4311,"281907.891255147","0.067004579457","100,000-1,000,000","5-10%"
4311,"281907.891255147","0.067004579457","100,000-1,000,000","5-10%"
4311,"281907.891255147","0.067004579457","100,000-1,000,000","5-10%"
4311,"281907.891255147","0.067004579457","100,000-1,000,000","5-10%"
4311,"281907.891255147","0.067004579457","100,000-1,000,000","5-10%"
4311,"281907.891255147","0.067004579457","100,000-1,000,000","5-10%"
4311,"281907.891255147","0.067004579457","100,000-1,000,000","5-10%"
4311,"281907.891255147","0.067004579457","100,000-1,000,000","5-10%"
4311,"281907.891255147","0.067004579457","100,000-1,000,000","5-10%"
4313,"274872.005666272","0.071374847967","100,000-1,000,000","5-10%"
4313,"274872.005666272","0.071374847967","100,000-1,000,000","5-10%"
4313,"274872.005666272","0.071374847967","100,000-1,000,000","5-10%"
4313,"274872.005666272","0.071374847967","100,000-1,000,000","5-10%"
4313,"274872.005666272","0.071374847967","100,000-1,000,000","5-10%"
4313,"274872.005666272","0.071374847967","100,000-1,000,000","5-10%"
4313,"274872.005666272","0.071374847967","100,000-1,000,000","5-10%"
4313,"274872.005666272","0.071374847967","100,000-1,000,000","5-10%"
4340,"281925","0.067","100,000-1,000,000","5-10%"
4340,"281925","0.067","100,000-1,000,000","5-10%"
4340,"281925","0.067","100,000-1,000,000","5-10%"
4340,"281925","0.067","100,000-1,000,000","5-10%"
4340,"281925","0.067","100,000-1,000,000","5-10%"
4340,"281925","0.067","100,000-1,000,000","5-10%"
4340,"281925","0.067","100,000-1,000,000","5-10%"
4340,"281925","0.067","100,000-1,000,000","5-10%"
4340,"281925","0.067","100,000-1,000,000","5-10%"
4340,"281925","0.067","100,000-1,000,000","5-10%"
4340,"281925","0.067","100,000-1,000,000","5-10%"
4340,"281925","0.067","100,000-1,000,000","5-10%"
4340,"281925","0.067","100,000-1,000,000","5-10%"
4340,"281925","0.067","100,000-1,000,000","5-10%"
4340,"281925","0.067","100,000-1,000,000","5-10%"
4340,"281925","0.067","100,000-1,000,000","5-10%"
4340,"281925","0.067","100,000-1,000,000","5-10%"
4340,"281925","0.067","100,000-1,000,000","5-10%"
4340,"281925","0.067","100,000-1,000,000","5-10%"
4340,"281925","0.067","100,000-1,000,000","5-10%"
4340,"281925","0.067","100,000-1,000,000","5-10%"
4340,"281925","0.067","100,000-1,000,000","5-10%"
4340,"281925","0.067","100,000-1,000,000","5-10%"
4341,"281925","0.067","100,000-1,000,000","5-10%"
4341,"281925","0.067","100,000-1,000,000","5-10%"
4341,"281925","0.067","100,000-1,000,000","5-10%"
4341,"281925","0.067","100,000-1,000,000","5-10%"
4341,"281925","0.067","100,000-1,000,000","5-10%"
4341,"281925","0.067","100,000-1,000,000","5-10%"
4341,"281925","0.067","100,000-1,000,000","5-10%"
4341,"281925","0.067","100,000-1,000,000","5-10%"
4341,"281925","0.067","100,000-1,000,000","5-10%"
4341,"281925","0.067","100,000-1,000,000","5-10%"
4341,"281925","0.067","100,000-1,000,000","5-10%"
4341,"281925","0.067","100,000-1,000,000","5-10%"
4341,"281925","0.067","100,000-1,000,000","5-10%"
4341,"281925","0.067","100,000-1,000,000","5-10%"
4341,"281925","0.067","100,000-1,000,000","5-10%"
4341,"281925","0.067","100,000-1,000,000","5-10%"
4341,"281925","0.067","100,000-1,000,000","5-10%"
4341,"281925","0.067","100,000-1,000,000","5-10%"
4341,"281925","0.067","100,000-1,000,000","5-10%"
4341,"281925","0.067","100,000-1,000,000","5-10%"
4341,"281925","0.067","100,000-1,000,000","5-10%"
4341,"281925","0.067","100,000-1,000,000","5-10%"
4341,"281925","0.067","100,000-1,000,000","5-10%"
4341,"281925","0.067","100,000-1,000,000","5-10%"
4341,"281925","0.067","100,000-1,000,000","5-10%"
4341,"281925","0.067","100,000-1,000,000","5-10%"
4341,"281925","0.067","100,000-1,000,000","5-10%"
4341,"281925","0.067","100,000-1,000,000","5-10%"
4341,"281925","0.067","100,000-1,000,000","5-10%"
4341,"281925","0.067","100,000-1,000,000","5-10%"
4341,"281925","0.067","100,000-1,000,000","5-10%"
4341,"281925","0.067","100,000-1,000,000","5-10%"
4341,"281925","0.067","100,000-1,000,000","5-10%"
4341,"281925","0.067","100,000-1,000,000","5-10%"
4341,"281925","0.067","100,000-1,000,000","5-10%"
4342,"281760.963669594","0.067043907214","100,000-1,000,000","5-10%"
4342,"281760.963669594","0.067043907214","100,000-1,000,000","5-10%"
4342,"281760.963669594","0.067043907214","100,000-1,000,000","5-10%"
4342,"281760.963669594","0.067043907214","100,000-1,000,000","5-10%"
4342,"281760.963669594","0.067043907214","100,000-1,000,000","5-10%"
4342,"281760.963669594","0.067043907214","100,000-1,000,000","5-10%"
4342,"281760.963669594","0.067043907214","100,000-1,000,000","5-10%"
4342,"281760.963669594","0.067043907214","100,000-1,000,000","5-10%"
4342,"281760.963669594","0.067043907214","100,000-1,000,000","5-10%"
4342,"281760.963669594","0.067043907214","100,000-1,000,000","5-10%"
4342,"281760.963669594","0.067043907214","100,000-1,000,000","5-10%"
4342,"281760.963669594","0.067043907214","100,000-1,000,000","5-10%"
4342,"281760.963669594","0.067043907214","100,000-1,000,000","5-10%"
4342,"281760.963669594","0.067043907214","100,000-1,000,000","5-10%"
4342,"281760.963669594","0.067043907214","100,000-1,000,000","5-10%"
4344,"121278","0.11","100,000-1,000,000","15-25%"
4344,"121278","0.11","100,000-1,000,000","15-25%"
4344,"121278","0.11","100,000-1,000,000","15-25%"
4344,"121278","0.11","100,000-1,000,000","15-25%"
4347,"121278","0.11","100,000-1,000,000","15-25%"
4347,"121278","0.11","100,000-1,000,000","15-25%"
4347,"121278","0.11","100,000-1,000,000","15-25%"
4347,"121278","0.11","100,000-1,000,000","15-25%"
4350,"172815.840621762","0.10962638951","100,000-1,000,000","15-25%"
4350,"172815.840621762","0.10962638951","100,000-1,000,000","15-25%"
4350,"172815.840621762","0.10962638951","100,000-1,000,000","15-25%"
4350,"172815.840621762","0.10962638951","100,000-1,000,000","15-25%"
4350,"172815.840621762","0.10962638951","100,000-1,000,000","15-25%"
4350,"172815.840621762","0.10962638951","100,000-1,000,000","15-25%"
4350,"172815.840621762","0.10962638951","100,000-1,000,000","15-25%"
4350,"172815.840621762","0.10962638951","100,000-1,000,000","15-25%"
4350,"172815.840621762","0.10962638951","100,000-1,000,000","15-25%"
4350,"172815.840621762","0.10962638951","100,000-1,000,000","15-25%"
4350,"172815.840621762","0.10962638951","100,000-1,000,000","15-25%"
4350,"172815.840621762","0.10962638951","100,000-1,000,000","15-25%"
4350,"172815.840621762","0.10962638951","100,000-1,000,000","15-25%"
4350,"172815.840621762","0.10962638951","100,000-1,000,000","15-25%"
4350,"172815.840621762","0.10962638951","100,000-1,000,000","15-25%"
4350,"172815.840621762","0.10962638951","100,000-1,000,000","15-25%"
4350,"172815.840621762","0.10962638951","100,000-1,000,000","15-25%"
4350,"172815.840621762","0.10962638951","100,000-1,000,000","15-25%"
